0,"[100.0, -30.0, 100.0, 100.0, -10.0, 100.0, 20.0, 100.0, 100.0, 100.0]"
1,"[100.0, 100.0, -20.0, 44.0, 100.0, 100.0, -20.0, 100.0, -20.0, 100.0]"
0,"[7.0, 59.8, 7.0, 45.4, 50.2, 30.4, 38.2, 4.6, 85.0, 4.6]"
1,"[13.6, 36.4, 13.6, 5.8, -10.0, 37.0, 8.2, -10.0, 60.4, 2.8]"
0,"[50.2, 86.2, 73.6, 65.2, 43.6, 52.0, 41.8, 67.0, 91.0, 89.8]"
1,"[73.6, 54.4, 62.2, 56.2, 82.6, 53.2, 74.2, 61.0, 51.4, 60.4]"
